x-axis,1,,,,,,,,
second,Volt,,second,Volt,uA,,,,
-9.50E-04,5.33E-01,,0.00482,1.6231156,1.62312E-06,1.61181E-11,,,
-9.40E-04,5.38E-01,,0.00483,1.6005025,1.6005E-06,1.61181E-11,,,
-9.30E-04,5.35E-01,,0.00484,1.6231156,1.62312E-06,1.61181E-11,,,
-9.20E-04,5.53E-01,,0.00485,1.6005025,1.6005E-06,1.6005E-11,,,
-9.10E-04,5.55E-01,,0.00486,1.6005025,1.6005E-06,1.6093E-11,,,
-9.00E-04,5.55E-01,,0.00487,1.6180905,1.61809E-06,1.6093E-11,,,
-8.90E-04,5.73E-01,,0.00488,1.6005025,1.6005E-06,1.60804E-11,,,
-8.80E-04,5.73E-01,,0.00489,1.6155779,1.61558E-06,1.6093E-11,,,
-8.70E-04,5.73E-01,,0.0049,1.6030151,1.60302E-06,1.60176E-11,,,
-8.60E-04,5.75E-01,,0.00491,1.6005025,1.6005E-06,1.6093E-11,,,
-8.50E-04,5.75E-01,,0.00492,1.6180905,1.61809E-06,1.6093E-11,,,
-8.40E-04,5.75E-01,,0.00493,1.6005025,1.6005E-06,1.6005E-11,,,
-8.30E-04,5.75E-01,,0.00494,1.6005025,1.6005E-06,1.59171E-11,,,
-8.20E-04,5.75E-01,,0.00495,1.5829146,1.58291E-06,1.59045E-11,,,
-8.10E-04,5.75E-01,,0.00496,1.5979899,1.59799E-06,1.59799E-11,,,
-8.00E-04,5.93E-01,,0.00497,1.5979899,1.59799E-06,1.59799E-11,,,
-7.90E-04,5.75E-01,,0.00498,1.5979899,1.59799E-06,1.59925E-11,,,
-7.80E-04,5.75E-01,,0.00499,1.6005025,1.6005E-06,1.59925E-11,,,
-7.70E-04,5.98E-01,,0.005,1.5979899,1.59799E-06,1.59045E-11,,,
-7.60E-04,6.13E-01,,0.00501,1.5829146,1.58291E-06,1.59171E-11,,,
-7.50E-04,5.95E-01,,0.00502,1.6005025,1.6005E-06,1.59045E-11,,,
-7.40E-04,5.93E-01,,0.00503,1.580402,1.5804E-06,1.5804E-11,,,
-7.30E-04,5.98E-01,,0.00504,1.580402,1.5804E-06,1.57161E-11,,,
-7.20E-04,5.95E-01,,0.00505,1.5628141,1.56281E-06,1.56281E-11,,,
-7.10E-04,5.95E-01,,0.00506,1.5628141,1.56281E-06,1.56156E-11,,,
-7.00E-04,6.13E-01,,0.00507,1.5603015,1.5603E-06,1.5603E-11,,,
-6.90E-04,6.13E-01,,0.00508,1.5603015,1.5603E-06,1.56156E-11,,,
-6.80E-04,6.16E-01,,0.00509,1.5628141,1.56281E-06,1.56156E-11,,,
-6.70E-04,6.13E-01,,0.0051,1.5603015,1.5603E-06,1.57035E-11,,,
-6.60E-04,6.16E-01,,0.00511,1.580402,1.5804E-06,1.5804E-11,,,
-6.50E-04,6.33E-01,,0.00512,1.580402,1.5804E-06,1.57035E-11,,,
-6.40E-04,6.36E-01,,0.00513,1.5603015,1.5603E-06,1.5691E-11,,,
-6.30E-04,6.53E-01,,0.00514,1.5778894,1.57789E-06,1.57035E-11,,,
-6.20E-04,6.36E-01,,0.00515,1.5628141,1.56281E-06,1.56281E-11,,,
-6.10E-04,6.53E-01,,0.00516,1.5628141,1.56281E-06,1.57161E-11,,,
-6.00E-04,6.53E-01,,0.00517,1.580402,1.5804E-06,1.5804E-11,,,
-5.90E-04,6.38E-01,,0.00518,1.580402,1.5804E-06,1.5804E-11,,,
-5.80E-04,6.53E-01,,0.00519,1.580402,1.5804E-06,1.57915E-11,,,
-5.70E-04,6.56E-01,,0.0052,1.5778894,1.57789E-06,1.57035E-11,,,
-5.60E-04,6.56E-01,,0.00521,1.5628141,1.56281E-06,1.56156E-11,,,
-5.50E-04,6.56E-01,,0.00522,1.5603015,1.5603E-06,1.57663E-11,,,
-5.40E-04,6.56E-01,,0.00523,1.5929648,1.59296E-06,1.58668E-11,,,
-5.30E-04,6.76E-01,,0.00524,1.580402,1.5804E-06,1.57035E-11,,,
-5.20E-04,6.73E-01,,0.00525,1.5603015,1.5603E-06,1.5603E-11,,,
-5.10E-04,6.58E-01,,0.00526,1.5603015,1.5603E-06,1.5603E-11,,,
-5.00E-04,6.76E-01,,0.00527,1.5603015,1.5603E-06,1.5603E-11,,,
-4.90E-04,6.76E-01,,0.00528,1.5603015,1.5603E-06,1.57035E-11,,,
-4.80E-04,6.78E-01,,0.00529,1.580402,1.5804E-06,1.57915E-11,,,
-4.70E-04,6.96E-01,,0.0053,1.5778894,1.57789E-06,1.57789E-11,,,
-4.60E-04,6.93E-01,,0.00531,1.5778894,1.57789E-06,1.56784E-11,,,
-4.50E-04,6.96E-01,,0.00532,1.5577889,1.55779E-06,1.55151E-11,,,
-4.40E-04,7.14E-01,,0.00533,1.5452261,1.54523E-06,1.55276E-11,,,
-4.30E-04,7.14E-01,,0.00534,1.5603015,1.5603E-06,1.5603E-11,,,
-4.20E-04,7.14E-01,,0.00535,1.5603015,1.5603E-06,1.55905E-11,,,
-4.10E-04,6.96E-01,,0.00536,1.5577889,1.55779E-06,1.54899E-11,,,
-4.00E-04,6.96E-01,,0.00537,1.540201,1.5402E-06,1.5402E-11,,,
-3.90E-04,7.16E-01,,0.00538,1.540201,1.5402E-06,1.54899E-11,,,
-3.80E-04,7.14E-01,,0.00539,1.5577889,1.55779E-06,1.55779E-11,,,
-3.70E-04,6.96E-01,,0.0054,1.5577889,1.55779E-06,1.54899E-11,,,
-3.60E-04,6.96E-01,,0.00541,1.540201,1.5402E-06,1.5402E-11,,,
-3.50E-04,7.16E-01,,0.00542,1.540201,1.5402E-06,1.53141E-11,,,
-3.40E-04,7.16E-01,,0.00543,1.5226131,1.52261E-06,1.53141E-11,,,
-3.30E-04,7.16E-01,,0.00544,1.540201,1.5402E-06,1.54146E-11,,,
-3.20E-04,7.16E-01,,0.00545,1.5427136,1.54271E-06,1.5402E-11,,,
-3.10E-04,7.16E-01,,0.00546,1.5376884,1.53769E-06,1.53015E-11,,,
-3.00E-04,6.96E-01,,0.00547,1.5226131,1.52261E-06,1.53015E-11,,,
-2.90E-04,7.16E-01,,0.00548,1.5376884,1.53769E-06,1.53894E-11,,,
-2.80E-04,7.19E-01,,0.00549,1.540201,1.5402E-06,1.5402E-11,,,
-2.70E-04,7.16E-01,,0.0055,1.540201,1.5402E-06,1.5402E-11,,,
-2.60E-04,7.16E-01,,0.00551,1.540201,1.5402E-06,1.5402E-11,,,
-2.50E-04,7.36E-01,,0.00552,1.540201,1.5402E-06,1.5402E-11,,,
-2.40E-04,7.34E-01,,0.00553,1.540201,1.5402E-06,1.5402E-11,,,
-2.30E-04,7.36E-01,,0.00554,1.540201,1.5402E-06,1.5402E-11,,,
-2.20E-04,7.34E-01,,0.00555,1.540201,1.5402E-06,1.5402E-11,,,
-2.10E-04,7.36E-01,,0.00556,1.540201,1.5402E-06,1.5402E-11,,,
-2.00E-04,7.39E-01,,0.00557,1.540201,1.5402E-06,1.53141E-11,,,
-1.90E-04,7.39E-01,,0.00558,1.5226131,1.52261E-06,1.53141E-11,,,
-1.80E-04,7.39E-01,,0.00559,1.540201,1.5402E-06,1.53015E-11,,,
-1.70E-04,7.36E-01,,0.0056,1.5201005,1.5201E-06,1.52889E-11,,,
-1.60E-04,7.56E-01,,0.00561,1.5376884,1.53769E-06,1.52889E-11,,,
-1.50E-04,7.36E-01,,0.00562,1.5201005,1.5201E-06,1.5201E-11,,,
-1.40E-04,7.36E-01,,0.00563,1.5201005,1.5201E-06,1.5201E-11,,,
-1.30E-04,7.39E-01,,0.00564,1.5201005,1.5201E-06,1.53015E-11,,,
-1.20E-04,7.56E-01,,0.00565,1.540201,1.5402E-06,1.53015E-11,,,
-1.10E-04,7.56E-01,,0.00566,1.5201005,1.5201E-06,1.5201E-11,,,
-1.00E-04,7.56E-01,,0.00567,1.5201005,1.5201E-06,1.53015E-11,,,
-9.00E-05,7.54E-01,,0.00568,1.540201,1.5402E-06,1.53894E-11,,,
-8.00E-05,7.56E-01,,0.00569,1.5376884,1.53769E-06,1.53769E-11,,,
-7.00E-05,7.56E-01,,0.0057,1.5376884,1.53769E-06,1.53015E-11,,,
-6.00E-05,7.56E-01,,0.00571,1.5226131,1.52261E-06,1.5402E-11,,,
-5.00E-05,7.59E-01,,0.00572,1.5577889,1.55779E-06,1.54899E-11,,,
-4.00E-05,7.74E-01,,0.00573,1.540201,1.5402E-06,1.53141E-11,,,
-3.00E-05,7.56E-01,,0.00574,1.5226131,1.52261E-06,1.53015E-11,,,
-2.00E-05,7.59E-01,,0.00575,1.5376884,1.53769E-06,1.52889E-11,,,
-1.00E-05,7.76E-01,,0.00576,1.5201005,1.5201E-06,1.51884E-11,,,
0.00E+00,1.20E+00,,0.00577,1.5175879,1.51759E-06,1.52889E-11,,,
1.00E-05,1.70E+00,,0.00578,1.540201,1.5402E-06,1.53894E-11,,,
2.00E-05,2.14E+00,,0.00579,1.5376884,1.53769E-06,1.5201E-11,,,
3.00E-05,2.44E+00,,0.0058,1.5025126,1.50251E-06,1.51131E-11,,,
4.00E-05,2.53E+00,,0.00581,1.5201005,1.5201E-06,1.51005E-11,,,
5.00E-05,2.53E+00,,0.00582,1.5,0.0000015,1.50879E-11,,,
6.00E-05,2.48E+00,,0.00583,1.5175879,1.51759E-06,1.50879E-11,,,
7.00E-05,2.41E+00,,0.00584,1.5,0.0000015,1.50879E-11,,,
8.00E-05,2.33E+00,,0.00585,1.5175879,1.51759E-06,1.51759E-11,,,
9.00E-05,2.21E+00,,0.00586,1.5175879,1.51759E-06,1.50879E-11,,,
1.00E-04,2.09E+00,,0.00587,1.5,0.0000015,1.5E-11,,,
1.10E-04,1.98E+00,,0.00588,1.5,0.0000015,1.49874E-11,,,
1.20E-04,1.88E+00,,0.00589,1.4974874,1.49749E-06,1.49874E-11,,,
1.30E-04,1.78E+00,,0.0059,1.5,0.0000015,1.49121E-11,,,
1.40E-04,1.70E+00,,0.00591,1.4824121,1.48241E-06,1.49121E-11,,,
1.50E-04,1.64E+00,,0.00592,1.5,0.0000015,1.5E-11,,,
1.60E-04,1.62E+00,,0.00593,1.5,0.0000015,1.5E-11,,,
1.70E-04,1.60E+00,,0.00594,1.5,0.0000015,1.49121E-11,,,
1.80E-04,1.60E+00,,0.00595,1.4824121,1.48241E-06,1.48241E-11,,,
1.90E-04,1.64E+00,,0.00596,1.4824121,1.48241E-06,1.48116E-11,,,
2.00E-04,1.68E+00,,0.00597,1.4798995,1.4799E-06,1.4799E-11,,,
2.10E-04,1.70E+00,,0.00598,1.4798995,1.4799E-06,1.4799E-11,,,
2.20E-04,1.72E+00,,0.00599,1.4798995,1.4799E-06,1.4799E-11,,,
2.30E-04,1.74E+00,,0.006,1.4798995,1.4799E-06,1.47864E-11,,,
2.40E-04,1.76E+00,,0.00601,1.4773869,1.47739E-06,1.46985E-11,,,
2.50E-04,1.76E+00,,0.00602,1.4623116,1.46231E-06,1.46106E-11,,,
2.60E-04,1.78E+00,,0.00603,1.459799,1.4598E-06,1.46859E-11,,,
2.70E-04,1.78E+00,,0.00604,1.4773869,1.47739E-06,1.46859E-11,,,
2.80E-04,1.76E+00,,0.00605,1.459799,1.4598E-06,1.46985E-11,,,
2.90E-04,1.76E+00,,0.00606,1.4798995,1.4799E-06,1.46985E-11,,,
3.00E-04,1.73E+00,,0.00607,1.459799,1.4598E-06,1.46859E-11,,,
3.10E-04,1.74E+00,,0.00608,1.4773869,1.47739E-06,1.46859E-11,,,
3.20E-04,1.74E+00,,0.00609,1.459799,1.4598E-06,1.4598E-11,,,
3.30E-04,1.70E+00,,0.0061,1.459799,1.4598E-06,1.4598E-11,,,
3.40E-04,1.72E+00,,0.00611,1.459799,1.4598E-06,1.45226E-11,,,
3.50E-04,1.70E+00,,0.00612,1.4447236,1.44472E-06,1.45226E-11,,,
3.60E-04,1.72E+00,,0.00613,1.459799,1.4598E-06,1.45854E-11,,,
3.70E-04,1.70E+00,,0.00614,1.4572864,1.45729E-06,1.45729E-11,,,
3.80E-04,1.70E+00,,0.00615,1.4572864,1.45729E-06,1.44975E-11,,,
3.90E-04,1.72E+00,,0.00616,1.4422111,1.44221E-06,1.44095E-11,,,
4.00E-04,1.70E+00,,0.00617,1.4396985,1.4397E-06,1.4397E-11,,,
4.10E-04,1.70E+00,,0.00618,1.4396985,1.4397E-06,1.4397E-11,,,
4.20E-04,1.70E+00,,0.00619,1.4396985,1.4397E-06,1.44095E-11,,,
4.30E-04,1.68E+00,,0.0062,1.4422111,1.44221E-06,1.44095E-11,,,
4.40E-04,1.68E+00,,0.00621,1.4396985,1.4397E-06,1.4309E-11,,,
4.50E-04,1.68E+00,,0.00622,1.4221106,1.42211E-06,1.4397E-11,,,
4.60E-04,1.68E+00,,0.00623,1.4572864,1.45729E-06,1.44849E-11,,,
4.70E-04,1.68E+00,,0.00624,1.4396985,1.4397E-06,1.43844E-11,,,
4.80E-04,1.68E+00,,0.00625,1.4371859,1.43719E-06,1.43844E-11,,,
4.90E-04,1.66E+00,,0.00626,1.4396985,1.4397E-06,1.43844E-11,,,
5.00E-04,1.68E+00,,0.00627,1.4371859,1.43719E-06,1.43844E-11,,,
5.10E-04,1.66E+00,,0.00628,1.4396985,1.4397E-06,1.42965E-11,,,
5.20E-04,1.68E+00,,0.00629,1.419598,1.4196E-06,1.4196E-11,,,
5.30E-04,1.66E+00,,0.0063,1.419598,1.4196E-06,1.42839E-11,,,
5.40E-04,1.66E+00,,0.00631,1.4371859,1.43719E-06,1.42839E-11,,,
5.50E-04,1.64E+00,,0.00632,1.419598,1.4196E-06,1.4196E-11,,,
5.60E-04,1.66E+00,,0.00633,1.419598,1.4196E-06,1.4196E-11,,,
5.70E-04,1.66E+00,,0.00634,1.419598,1.4196E-06,1.4196E-11,,,
5.80E-04,1.62E+00,,0.00635,1.419598,1.4196E-06,1.42839E-11,,,
5.90E-04,1.64E+00,,0.00636,1.4371859,1.43719E-06,1.4196E-11,,,
6.00E-04,1.64E+00,,0.00637,1.4020101,1.40201E-06,1.41206E-11,,,
6.10E-04,1.64E+00,,0.00638,1.4221106,1.42211E-06,1.42085E-11,,,
6.20E-04,1.64E+00,,0.00639,1.419598,1.4196E-06,1.42085E-11,,,
6.30E-04,1.62E+00,,0.0064,1.4221106,1.42211E-06,1.42839E-11,,,
6.40E-04,1.64E+00,,0.00641,1.4346734,1.43467E-06,1.42714E-11,,,
6.50E-04,1.64E+00,,0.00642,1.419598,1.4196E-06,1.4196E-11,,,
6.60E-04,1.66E+00,,0.00643,1.419598,1.4196E-06,1.42965E-11,,,
6.70E-04,1.64E+00,,0.00644,1.4396985,1.4397E-06,1.43844E-11,,,
6.80E-04,1.62E+00,,0.00645,1.4371859,1.43719E-06,1.43719E-11,,,
6.90E-04,1.62E+00,,0.00646,1.4371859,1.43719E-06,1.42714E-11,,,
7.00E-04,1.62E+00,,0.00647,1.4170854,1.41709E-06,1.41709E-11,,,
7.10E-04,1.62E+00,,0.00648,1.4170854,1.41709E-06,1.4196E-11,,,
7.20E-04,1.62E+00,,0.00649,1.4221106,1.42211E-06,1.41206E-11,,,
7.30E-04,1.62E+00,,0.0065,1.4020101,1.40201E-06,1.4196E-11,,,
7.40E-04,1.62E+00,,0.00651,1.4371859,1.43719E-06,1.42965E-11,,,
7.50E-04,1.60E+00,,0.00652,1.4221106,1.42211E-06,1.42085E-11,,,
7.60E-04,1.64E+00,,0.00653,1.419598,1.4196E-06,1.4196E-11,,,
7.70E-04,1.62E+00,,0.00654,1.419598,1.4196E-06,1.42965E-11,,,
7.80E-04,1.62E+00,,0.00655,1.4396985,1.4397E-06,1.42965E-11,,,
7.90E-04,1.62E+00,,0.00656,1.419598,1.4196E-06,1.4196E-11,,,
8.00E-04,1.60E+00,,0.00657,1.419598,1.4196E-06,1.42839E-11,,,
8.10E-04,1.60E+00,,0.00658,1.4371859,1.43719E-06,1.43719E-11,,,
8.20E-04,1.64E+00,,0.00659,1.4371859,1.43719E-06,1.4196E-11,,,
8.30E-04,1.62E+00,,0.0066,1.4020101,1.40201E-06,1.4108E-11,,,
8.40E-04,1.62E+00,,0.00661,1.419598,1.4196E-06,1.4196E-11,,,
8.50E-04,1.62E+00,,0.00662,1.419598,1.4196E-06,1.4108E-11,,,
8.60E-04,1.62E+00,,0.00663,1.4020101,1.40201E-06,1.4108E-11,,,
8.70E-04,1.60E+00,,0.00664,1.419598,1.4196E-06,1.40075E-11,,,
8.80E-04,1.62E+00,,0.00665,1.3819095,1.38191E-06,1.3907E-11,,,
8.90E-04,1.60E+00,,0.00666,1.3994975,1.3995E-06,1.40829E-11,,,
9.00E-04,1.60E+00,,0.00667,1.4170854,1.41709E-06,1.40955E-11,,,
9.10E-04,1.62E+00,,0.00668,1.4020101,1.40201E-06,1.40955E-11,,,
9.20E-04,1.60E+00,,0.00669,1.4170854,1.41709E-06,1.40829E-11,,,
9.30E-04,1.62E+00,,0.0067,1.3994975,1.3995E-06,1.39824E-11,,,
9.40E-04,1.60E+00,,0.00671,1.3969849,1.39698E-06,1.39824E-11,,,
9.50E-04,1.60E+00,,0.00672,1.3994975,1.3995E-06,1.3995E-11,,,
9.60E-04,1.62E+00,,0.00673,1.3994975,1.3995E-06,1.3907E-11,,,
9.70E-04,1.60E+00,,0.00674,1.3819095,1.38191E-06,1.38191E-11,,,
9.80E-04,1.60E+00,,0.00675,1.3819095,1.38191E-06,1.38191E-11,,,
9.90E-04,1.58E+00,,0.00676,1.3819095,1.38191E-06,1.3907E-11,,,
1.00E-03,1.60E+00,,0.00677,1.3994975,1.3995E-06,1.3995E-11,,,
1.01E-03,1.60E+00,,0.00678,1.3994975,1.3995E-06,1.39824E-11,,,
1.02E-03,1.60E+00,,0.00679,1.3969849,1.39698E-06,1.40829E-11,,,
1.03E-03,1.60E+00,,0.0068,1.419598,1.4196E-06,1.40955E-11,,,
1.04E-03,1.60E+00,,0.00681,1.3994975,1.3995E-06,1.3995E-11,,,
1.05E-03,1.58E+00,,0.00682,1.3994975,1.3995E-06,1.3995E-11,,,
1.06E-03,1.60E+00,,0.00683,1.3994975,1.3995E-06,1.40829E-11,,,
1.07E-03,1.58E+00,,0.00684,1.4170854,1.41709E-06,1.41583E-11,,,
1.08E-03,1.58E+00,,0.00685,1.4145729,1.41457E-06,1.39698E-11,,,
1.09E-03,1.56E+00,,0.00686,1.379397,1.3794E-06,1.38945E-11,,,
1.10E-03,1.56E+00,,0.00687,1.3994975,1.3995E-06,1.39824E-11,,,
1.11E-03,1.56E+00,,0.00688,1.3969849,1.39698E-06,1.39824E-11,,,
1.12E-03,1.56E+00,,0.00689,1.3994975,1.3995E-06,1.40829E-11,,,
1.13E-03,1.56E+00,,0.0069,1.4170854,1.41709E-06,1.39824E-11,,,
1.14E-03,1.56E+00,,0.00691,1.379397,1.3794E-06,1.38945E-11,,,
1.15E-03,1.58E+00,,0.00692,1.3994975,1.3995E-06,1.3995E-11,,,
1.16E-03,1.58E+00,,0.00693,1.3994975,1.3995E-06,1.3995E-11,,,
1.17E-03,1.56E+00,,0.00694,1.3994975,1.3995E-06,1.40829E-11,,,
1.18E-03,1.58E+00,,0.00695,1.4170854,1.41709E-06,1.41709E-11,,,
1.19E-03,1.56E+00,,0.00696,1.4170854,1.41709E-06,1.40829E-11,,,
1.20E-03,1.56E+00,,0.00697,1.3994975,1.3995E-06,1.3907E-11,,,
1.21E-03,1.58E+00,,0.00698,1.3819095,1.38191E-06,1.3907E-11,,,
1.22E-03,1.58E+00,,0.00699,1.3994975,1.3995E-06,1.39824E-11,,,
1.23E-03,1.58E+00,,0.007,1.3969849,1.39698E-06,1.40452E-11,,,
1.24E-03,1.58E+00,,0.00701,1.4120603,1.41206E-06,1.39698E-11,,,
1.25E-03,1.56E+00,,0.00702,1.3819095,1.38191E-06,1.38065E-11,,,
1.26E-03,1.56E+00,,0.00703,1.379397,1.3794E-06,1.3794E-11,,,
1.27E-03,1.59E+00,,0.00704,1.379397,1.3794E-06,1.37814E-11,,,
1.28E-03,1.58E+00,,0.00705,1.3768844,1.37688E-06,1.37814E-11,,,
1.29E-03,1.56E+00,,0.00706,1.379397,1.3794E-06,1.38945E-11,,,
1.30E-03,1.56E+00,,0.00707,1.3994975,1.3995E-06,1.38945E-11,,,
1.31E-03,1.56E+00,,0.00708,1.379397,1.3794E-06,1.37814E-11,,,
1.32E-03,1.56E+00,,0.00709,1.3768844,1.37688E-06,1.37814E-11,,,
1.33E-03,1.58E+00,,0.0071,1.379397,1.3794E-06,1.3794E-11,,,
1.34E-03,1.58E+00,,0.00711,1.379397,1.3794E-06,1.37814E-11,,,
1.35E-03,1.58E+00,,0.00712,1.3768844,1.37688E-06,1.37814E-11,,,
1.36E-03,1.56E+00,,0.00713,1.379397,1.3794E-06,1.37814E-11,,,
1.37E-03,1.55E+00,,0.00714,1.3768844,1.37688E-06,1.36809E-11,,,
1.38E-03,1.56E+00,,0.00715,1.3592965,1.3593E-06,1.36935E-11,,,
1.39E-03,1.56E+00,,0.00716,1.379397,1.3794E-06,1.3794E-11,,,
1.40E-03,1.56E+00,,0.00717,1.379397,1.3794E-06,1.38819E-11,,,
1.41E-03,1.54E+00,,0.00718,1.3969849,1.39698E-06,1.38693E-11,,,
1.42E-03,1.54E+00,,0.00719,1.3768844,1.37688E-06,1.37814E-11,,,
1.43E-03,1.56E+00,,0.0072,1.379397,1.3794E-06,1.3794E-11,,,
1.44E-03,1.56E+00,,0.00721,1.379397,1.3794E-06,1.3794E-11,,,
1.45E-03,1.54E+00,,0.00722,1.379397,1.3794E-06,1.38065E-11,,,
1.46E-03,1.54E+00,,0.00723,1.3819095,1.38191E-06,1.3794E-11,,,
1.47E-03,1.52E+00,,0.00724,1.3768844,1.37688E-06,1.38568E-11,,,
1.48E-03,1.54E+00,,0.00725,1.3944724,1.39447E-06,1.38568E-11,,,
1.49E-03,1.54E+00,,0.00726,1.3768844,1.37688E-06,1.38693E-11,,,
1.50E-03,1.54E+00,,0.00727,1.3969849,1.39698E-06,1.38693E-11,,,
1.51E-03,1.52E+00,,0.00728,1.3768844,1.37688E-06,1.37814E-11,,,
1.52E-03,1.54E+00,,0.00729,1.379397,1.3794E-06,1.3794E-11,,,
1.53E-03,1.54E+00,,0.0073,1.379397,1.3794E-06,1.36055E-11,,,
1.54E-03,1.54E+00,,0.00731,1.3417085,1.34171E-06,1.36055E-11,,,
1.55E-03,1.54E+00,,0.00732,1.379397,1.3794E-06,1.37814E-11,,,
1.56E-03,1.54E+00,,0.00733,1.3768844,1.37688E-06,1.38819E-11,,,
1.57E-03,1.54E+00,,0.00734,1.3994975,1.3995E-06,1.38819E-11,,,
1.58E-03,1.54E+00,,0.00735,1.3768844,1.37688E-06,1.37814E-11,,,
1.59E-03,1.54E+00,,0.00736,1.379397,1.3794E-06,1.38945E-11,,,
1.60E-03,1.54E+00,,0.00737,1.3994975,1.3995E-06,1.38945E-11,,,
1.61E-03,1.54E+00,,0.00738,1.379397,1.3794E-06,1.36935E-11,,,
1.62E-03,1.52E+00,,0.00739,1.3592965,1.3593E-06,1.36935E-11,,,
1.63E-03,1.54E+00,,0.0074,1.379397,1.3794E-06,1.37814E-11,,,
1.64E-03,1.52E+00,,0.00741,1.3768844,1.37688E-06,1.36809E-11,,,
1.65E-03,1.54E+00,,0.00742,1.3592965,1.3593E-06,1.36935E-11,,,
1.66E-03,1.52E+00,,0.00743,1.379397,1.3794E-06,1.36935E-11,,,
1.67E-03,1.52E+00,,0.00744,1.3592965,1.3593E-06,1.3593E-11,,,
1.68E-03,1.52E+00,,0.00745,1.3592965,1.3593E-06,1.35804E-11,,,
1.69E-03,1.54E+00,,0.00746,1.3567839,1.35678E-06,1.3593E-11,,,
1.70E-03,1.52E+00,,0.00747,1.361809,1.36181E-06,1.35176E-11,,,
1.71E-03,1.52E+00,,0.00748,1.3417085,1.34171E-06,1.34045E-11,,,
1.72E-03,1.54E+00,,0.00749,1.339196,1.3392E-06,1.34045E-11,,,
1.73E-03,1.54E+00,,0.0075,1.3417085,1.34171E-06,1.34045E-11,,,
1.74E-03,1.54E+00,,0.00751,1.339196,1.3392E-06,1.3392E-11,,,
1.75E-03,1.52E+00,,0.00752,1.339196,1.3392E-06,1.34045E-11,,,
1.76E-03,1.56E+00,,0.00753,1.3417085,1.34171E-06,1.3505E-11,,,
1.77E-03,1.54E+00,,0.00754,1.3592965,1.3593E-06,1.3505E-11,,,
1.78E-03,1.52E+00,,0.00755,1.3417085,1.34171E-06,1.34045E-11,,,
1.79E-03,1.54E+00,,0.00756,1.339196,1.3392E-06,1.34045E-11,,,
1.80E-03,1.52E+00,,0.00757,1.3417085,1.34171E-06,1.34925E-11,,,
1.81E-03,1.52E+00,,0.00758,1.3567839,1.35678E-06,1.35804E-11,,,
1.82E-03,1.54E+00,,0.00759,1.3592965,1.3593E-06,1.34045E-11,,,
1.83E-03,1.54E+00,,0.0076,1.321608,1.32161E-06,1.32161E-11,,,
1.84E-03,1.50E+00,,0.00761,1.321608,1.32161E-06,1.3304E-11,,,
1.85E-03,1.52E+00,,0.00762,1.339196,1.3392E-06,1.34799E-11,,,
1.86E-03,1.50E+00,,0.00763,1.3567839,1.35678E-06,1.34799E-11,,,
1.87E-03,1.52E+00,,0.00764,1.339196,1.3392E-06,1.3392E-11,,,
1.88E-03,1.50E+00,,0.00765,1.339196,1.3392E-06,1.3392E-11,,,
1.89E-03,1.52E+00,,0.00766,1.339196,1.3392E-06,1.3392E-11,,,
1.90E-03,1.52E+00,,0.00767,1.339196,1.3392E-06,1.33794E-11,,,
1.91E-03,1.50E+00,,0.00768,1.3366834,1.33668E-06,1.32915E-11,,,
1.92E-03,1.50E+00,,0.00769,1.321608,1.32161E-06,1.3304E-11,,,
1.93E-03,1.50E+00,,0.0077,1.339196,1.3392E-06,1.33794E-11,,,
1.94E-03,1.50E+00,,0.00771,1.3366834,1.33668E-06,1.32915E-11,,,
1.95E-03,1.48E+00,,0.00772,1.321608,1.32161E-06,1.32161E-11,,,
1.96E-03,1.50E+00,,0.00773,1.321608,1.32161E-06,1.32035E-11,,,
1.97E-03,1.50E+00,,0.00774,1.3190955,1.3191E-06,1.32035E-11,,,
1.98E-03,1.50E+00,,0.00775,1.321608,1.32161E-06,1.32161E-11,,,
1.99E-03,1.48E+00,,0.00776,1.321608,1.32161E-06,1.32915E-11,,,
2.00E-03,1.48E+00,,0.00777,1.3366834,1.33668E-06,1.33794E-11,,,
2.01E-03,1.48E+00,,0.00778,1.339196,1.3392E-06,1.33668E-11,,,
2.02E-03,1.48E+00,,0.00779,1.3341709,1.33417E-06,1.31784E-11,,,
2.03E-03,1.48E+00,,0.0078,1.3015075,1.30151E-06,1.3191E-11,,,
2.04E-03,1.48E+00,,0.00781,1.3366834,1.33668E-06,1.32789E-11,,,
2.05E-03,1.48E+00,,0.00782,1.3190955,1.3191E-06,1.3191E-11,,,
2.06E-03,1.46E+00,,0.00783,1.3190955,1.3191E-06,1.3103E-11,,,
2.07E-03,1.46E+00,,0.00784,1.3015075,1.30151E-06,1.30905E-11,,,
2.08E-03,1.48E+00,,0.00785,1.3165829,1.31658E-06,1.31658E-11,,,
2.09E-03,1.46E+00,,0.00786,1.3165829,1.31658E-06,1.31784E-11,,,
2.10E-03,1.48E+00,,0.00787,1.3190955,1.3191E-06,1.31784E-11,,,
2.11E-03,1.46E+00,,0.00788,1.3165829,1.31658E-06,1.30905E-11,,,
2.12E-03,1.48E+00,,0.00789,1.3015075,1.30151E-06,1.30025E-11,,,
2.13E-03,1.46E+00,,0.0079,1.298995,1.299E-06,1.30025E-11,,,
2.14E-03,1.46E+00,,0.00791,1.3015075,1.30151E-06,1.30905E-11,,,
2.15E-03,1.46E+00,,0.00792,1.3165829,1.31658E-06,1.31658E-11,,,
